Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1700126503.9666498,0.019999999552965164,0.0,0.0,0.0,0.0,0.0
1700126503.9666634,0.029999999329447746,0.0,0.0,0.0,0.0,0.0
1700126503.9939175,0.03999999910593033,0.0,0.0,0.0,0.0,0.0
1700126504.036797,0.04999999701976776,0.0,0.0,0.0,0.0,0.0
1700126504.0664837,0.059999994933605194,0.0,0.0,0.0,0.0,0.0
1700126504.0947416,0.06999999284744263,0.0,0.0,0.0,0.0,0.0
1700126504.1179638,0.07999999076128006,0.0,0.0,0.0,0.0,0.0
1700126504.1432068,0.08999998867511749,0.0,0.0,0.0,0.0,0.0
1700126504.170097,0.09999998658895493,0.0,0.0,0.0,0.0,0.0
1700126504.2017899,0.10999998450279236,0.0,0.0,0.0,0.0,0.0
1700126504.2312965,0.11999998241662979,0.0,0.0,0.0,0.0,0.0
1700126504.2523327,0.12999998033046722,0.0,0.0,0.0,0.0,0.0
1700126504.2857084,0.13999998569488525,0.0,0.0,0.0,0.0,0.0
1700126504.3234594,0.14999999105930328,0.0,0.0,0.0,0.0,0.0
1700126504.358528,0.1599999964237213,0.0,0.0,0.0,0.0,0.0
1700126504.384147,0.17000000178813934,0.0,0.0,0.0,0.0,0.0
1700126504.4162662,0.18000000715255737,0.0,0.0,0.0,0.0,0.0
1700126504.4404926,0.1900000125169754,0.0,0.0,0.0,0.0,0.0
1700126504.4712305,0.20000001788139343,0.0,0.0,0.0,0.0,0.0
1700126504.5090168,0.21000002324581146,0.0,0.0,0.0,0.0,0.0
1700126504.550065,0.2200000286102295,0.0,0.0,0.0,0.0,0.0
1700126504.5953546,0.23000003397464752,0.0,0.0,0.0,0.0,0.0
1700126504.627432,0.24000003933906555,0.0,0.0,0.0,0.0,0.0
1700126504.65307,0.2500000298023224,0.0,0.0,0.0,0.0,0.0
1700126504.7083864,0.2600000202655792,0.0,0.0,0.0,0.0,0.0
1700126504.7083972,0.27000001072883606,0.0,0.0,0.0,0.0,0.0
1700126504.7323291,0.2800000011920929,0.0,0.0,0.0,0.0,0.0
1700126504.7583747,0.28999999165534973,0.0,0.0,0.0,0.0,0.0
1700126504.7819498,0.29999998211860657,0.0,0.0,0.0,0.0,0.0
1700126504.8124912,0.3099999725818634,0.0,0.0,0.0,0.0,0.0
1700126504.8428857,0.31999996304512024,0.0,0.0,0.0,0.0,0.0
1700126504.8748963,0.3299999535083771,0.0,0.0,0.0,0.0,0.0
1700126504.9264023,0.3399999439716339,0.0,0.0,0.0,0.0,0.0
1700126504.9626558,0.34999993443489075,0.0,0.0,0.0,0.0,0.0
