Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1700126975.524821,0.019999999552965164,0.0,0.0,0.0,0.0,0.0
1700126975.5248315,0.029999999329447746,0.0,0.0,0.0,0.0,0.0
1700126975.5858107,0.03999999910593033,0.0,0.0,0.0,0.0,0.0
1700126975.6225154,0.04999999701976776,0.0,0.0,0.0,0.0,0.0
1700126975.6502988,0.059999994933605194,0.0,0.0,0.0,0.0,0.0
1700126975.6765492,0.06999999284744263,0.0,0.0,0.0,0.0,0.0
1700126975.7164896,0.07999999076128006,0.0,0.0,0.0,0.0,0.0
1700126975.7526875,0.08999998867511749,0.0,0.0,0.0,0.0,0.0
1700126975.7835271,0.09999998658895493,0.0,0.0,0.0,0.0,0.0
1700126975.8217728,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126975.8502624,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126975.8833373,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126975.9126441,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126975.9393144,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126975.9731538,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126975.9970992,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.0240014,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.059736,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.0797982,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.1107392,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.1549778,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.155056,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.1843038,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.2285726,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.2646081,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.291294,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.3292768,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.3601694,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.3905528,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.4329243,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.489742,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.5402174,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.588285,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.6351042,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.671308,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.7100916,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.7426825,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.795046,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.858862,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.8990626,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.9479773,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126976.984816,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.0203335,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.0709598,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.10337,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.1543,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.188513,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.2284777,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.2676232,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.3037214,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.3431256,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.39419,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.4242034,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.4610655,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.5017517,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.5553603,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.5929997,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.6449218,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.68523,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.728336,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.7761657,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
1700126977.8276885,0.10000000149011612,0.0,0.0,0.0,0.0,0.0
