Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1700073942.6739945,0.019999999552965164,0.0,0.0,0.0,0.0,0.0
1700073942.6740603,0.029999999329447746,0.0,0.0,0.0,0.0,0.0
1700073942.6995373,0.03999999910593033,0.0,0.0,0.0,0.0,0.0
1700073942.7334845,0.04999999701976776,0.0,0.0,0.0,0.0,0.0
1700073942.7595675,0.059999994933605194,0.0,0.0,0.0,0.0,0.0
1700073942.78132,0.06999999284744263,0.0,0.0,0.0,0.0,0.0
1700073942.817528,0.07999999076128006,0.0,0.0,0.0,0.0,0.0
1700073942.845532,0.08999998867511749,0.0,0.0,0.0,0.0,0.0
1700073942.8722694,0.09999998658895493,0.0,0.0,0.0,0.0,0.0
1700073942.9032798,0.10999998450279236,0.0,0.0,0.0,0.0,0.0
1700073942.9317477,0.11999998241662979,0.0,0.0,0.0,0.0,0.0
1700073942.963805,0.12999998033046722,0.0,0.0,0.0,0.0,0.0
1700073942.985953,0.13999998569488525,0.0,0.0,0.0,0.0,0.0
1700073943.0145378,0.14999999105930328,0.0,0.0,0.0,0.0,0.0
1700073943.0333197,0.1599999964237213,0.0,0.0,0.0,0.0,0.0
1700073943.059123,0.17000000178813934,0.0,0.0,0.0,0.0,0.0
1700073943.0844867,0.18000000715255737,0.0,0.0,0.0,0.0,0.0
1700073943.1091223,0.1900000125169754,0.0,0.0,0.0,0.0,0.0
1700073943.140668,0.20000001788139343,0.0,0.0,0.0,0.0,0.0
1700073943.1749806,0.21000002324581146,0.0,0.0,0.0,0.0,0.0
1700073943.1984103,0.2200000286102295,0.0,0.0,0.0,0.0,0.0
1700073943.2294567,0.23000003397464752,0.0,0.0,0.0,0.0,0.0
1700073943.2503152,0.24000003933906555,0.0,0.0,0.0,0.0,0.0
1700073943.2797782,0.2500000298023224,0.0,0.0,0.0,0.0,0.0
1700073943.3063262,0.2600000202655792,0.0,0.0,0.0,0.0,0.0
1700073943.3370621,0.27000001072883606,0.0,0.0,0.0,0.0,0.0
1700073943.364581,0.2800000011920929,0.0,0.0,0.0,0.0,0.0
1700073943.3886013,0.28999999165534973,0.0,0.0,0.0,0.0,0.0
1700073943.418527,0.29999998211860657,0.0,0.0,0.0,0.0,0.0
1700073943.4510527,0.3099999725818634,0.0,0.0,0.0,0.0,0.0
1700073943.4755852,0.31999996304512024,0.0,0.0,0.0,0.0,0.0
1700073943.5214114,0.3299999535083771,0.0,0.0,0.0,0.0,0.0
1700073943.5278444,0.3399999439716339,0.0,0.0,0.0,0.0,0.0
1700073943.561299,0.34999993443489075,0.0,0.0,0.0,0.0,0.0
1700073943.5962572,0.3599999248981476,0.0,0.0,0.0,0.0,0.0
1700073943.6276152,0.3699999153614044,0.0,0.0,0.0,0.0,0.0
1700073943.6695974,0.37999990582466125,0.0,0.0,0.0,0.0,0.0
1700073943.6930711,0.3899998962879181,0.0,0.0,0.0,0.0,0.0
1700073943.7370687,0.3999998867511749,0.0,0.0,0.0,0.0,0.0
1700073943.775519,0.40999987721443176,0.0,0.0,0.0,0.0,0.0
1700073943.8020365,0.4199998676776886,0.0,0.0,0.0,0.0,0.0
1700073943.828554,0.42999985814094543,0.0,0.0,0.0,0.0,0.0
1700073943.8636656,0.43999984860420227,0.0,0.0,0.0,0.0,0.0
1700073943.894524,0.4499998390674591,0.0,0.0,0.0,0.0,0.0
1700073943.925913,0.45999982953071594,0.0,0.0,0.0,0.0,0.0
1700073943.9561164,0.4699998199939728,0.0,0.0,0.0,0.0,0.0
1700073943.9858096,0.4799998104572296,0.0,0.0,0.0,0.0,0.0
1700073944.014475,0.48999980092048645,0.0,0.0,0.0,0.0,0.0
1700073944.058972,0.4999997913837433,0.0,0.0,0.0,0.0,0.0
1700073944.095579,0.5099998116493225,0.0,0.0,0.0,0.0,0.0
1700073944.1378527,0.5199998021125793,0.0,0.0,0.0,0.0,0.0
1700073944.1694415,0.5299997925758362,0.0,0.0,0.0,0.0,0.0
1700073944.2073963,0.539999783039093,0.0,0.0,0.0,0.0,0.0
1700073944.257034,0.5499997735023499,0.0,0.0,0.0,0.0,0.0
1700073944.313362,0.5599997639656067,0.0,0.0,0.0,0.0,0.0
1700073944.3542638,0.5699997544288635,0.0,0.0,0.0,0.0,0.0
1700073944.400412,0.5799997448921204,0.0,0.0,0.0,0.0,0.0
1700073944.4466963,0.5899997353553772,0.0,0.0,0.0,0.0,0.0
1700073944.4958117,0.599999725818634,0.0,0.0,0.0,0.0,0.0
1700073944.5272348,0.6099997162818909,0.0,0.0,0.0,0.0,0.0
1700073944.576651,0.6199997067451477,0.0,0.0,0.0,0.0,0.0
1700073944.6241403,0.6299996972084045,0.0,0.0,0.0,0.0,0.0
1700073944.672434,0.6399996876716614,0.0,0.0,0.0,0.0,0.0
1700073944.717343,0.6499996781349182,0.0,0.0,0.0,0.0,0.0
1700073944.75091,0.659999668598175,0.0,0.0,0.0,0.0,0.0
1700073944.8025723,0.6699996590614319,0.0,0.0,0.0,0.0,0.0
1700073944.8516002,0.6799996495246887,0.0,0.0,0.0,0.0,0.0
1700073944.8863804,0.6899996399879456,0.0,0.0,0.0,0.0,0.0
1700073944.9525418,0.6999996304512024,0.0,0.0,0.0,0.0,0.0
1700073944.9875593,0.7099996209144592,0.0,0.0,0.0,0.0,0.0
1700073945.0262048,0.7199996113777161,0.0,0.0,0.0,0.0,0.0
1700073945.0629897,0.7299996018409729,0.0,0.0,0.0,0.0,0.0
1700073945.1176996,0.7399995923042297,0.0,0.0,0.0,0.0,0.0
1700073945.1679404,0.7499995827674866,0.0,0.0,0.0,0.0,0.0
1700073945.2165449,0.7599995732307434,0.0,0.0,0.0,0.0,0.0
1700073945.2632513,0.7699995636940002,0.0,0.0,0.0,0.0,0.0
1700073945.305666,0.7799995541572571,0.0,0.0,0.0,0.0,0.0
1700073945.3558073,0.7899995446205139,0.0,0.0,0.0,0.0,0.0
1700073945.4065626,0.7999995350837708,0.0,0.0,0.0,0.0,0.0
1700073945.4552178,0.8099995255470276,0.0,0.0,0.0,0.0,0.0
1700073945.4918773,0.8199995160102844,0.0,0.0,0.0,0.0,0.0
1700073945.5425515,0.8299995064735413,0.0,0.0,0.0,0.0,0.0
1700073945.5881612,0.8399994969367981,0.0,0.0,0.0,0.0,0.0
